run_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	host	collection_date
SRR9224245	SAMN11950085	SRX5994598	SRR9224245	408170	human gut metagenome	WGS	4627750	796641254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224245/SRR9224245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224245/SRR9224245_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224245	am-0005_MG	am	2014-12-08
SRR9224364	SAMN11950086	SRX5995042	SRR9224364	408170	human gut metagenome	WGS	5911123	1074665025	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224364/SRR9224364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224364/SRR9224364_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224364	am-0006_MG	am	2014-12-09
SRR9224363c	SAMN11950087 SAMN11950088	SRX5995043	SRR9224363 SRR9224366	408170	human gut metagenome	WGS	18205754	3326720316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224363/SRR9224363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224363/SRR9224363_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224366/SRR9224366_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224366/SRR9224366_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224363 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224366	am-0007_MG am-0008_MG	am	2014-12-10
SRR9224365	SAMN11950089	SRX5995041	SRR9224365	408170	human gut metagenome	WGS	7052253	1255214003	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224365/SRR9224365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224365/SRR9224365_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224365	am-0009_MG	am	2014-12-12
SRR9224525	SAMN11950090	SRX5994881	SRR9224525	408170	human gut metagenome	WGS	9020961	1586116397	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224525/SRR9224525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224525/SRR9224525_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224525	am-0010_MG	am	2014-12-13
SRR9224526	SAMN11950091	SRX5994880	SRR9224526	408170	human gut metagenome	WGS	7256105	1279012914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224526/SRR9224526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224526/SRR9224526_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224526	am-0011_MG	am	2014-12-15
SRR9224523c	SAMN11950092 SAMN11950093	SRX5994883	SRR9224523 SRR9224524	408170	human gut metagenome	WGS	11793539	2091629665	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224523/SRR9224523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224523/SRR9224523_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224524/SRR9224524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224524/SRR9224524_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224523 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224524	am-0012_MG am-0013_MG	am	2014-12-16
SRR9224529c	SAMN11950094 SAMN11950095	SRX5994877	SRR9224529 SRR9224530	408170	human gut metagenome	WGS	14962374	2698440994	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224529/SRR9224529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224529/SRR9224529_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224530/SRR9224530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224530/SRR9224530_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224529 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224530	am-0014_MG am-0015_MG	am	2014-12-18
SRR9224527c	SAMN11950096 SAMN11950097	SRX5994879	SRR9224527 SRR9224528	408170	human gut metagenome	WGS	14645828	2657151250	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224527/SRR9224527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224527/SRR9224527_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224528/SRR9224528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224528/SRR9224528_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224527 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224528	am-0016_MG am-0017_MG	am	2014-12-19
SRR9224243c	SAMN11950098 SAMN11950099	SRX5994600	SRR9224243 SRR9224244	408170	human gut metagenome	WGS	8685799	1600394126	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224243/SRR9224243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224243/SRR9224243_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224244/SRR9224244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224244/SRR9224244_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224243 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224244	am-0018_MG am-0019_MG	am	2014-12-22
SRR9224329	SAMN11950100	SRX5994514	SRR9224329	408170	human gut metagenome	WGS	6845896	1215780956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224329/SRR9224329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224329/SRR9224329_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224329	am-0020_MG	am	2014-12-23
SRR9224328	SAMN11950101	SRX5994515	SRR9224328	408170	human gut metagenome	WGS	9928522	1849615904	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224328/SRR9224328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224328/SRR9224328_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224328	am-0021_MG	am	2014-12-24
SRR9224122	SAMN11950102	SRX5994721	SRR9224122	408170	human gut metagenome	WGS	10031174	1816429022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224122/SRR9224122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224122/SRR9224122_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224122	am-0022_MG	am	2014-12-29
SRR9224117	SAMN11950103	SRX5994726	SRR9224117	408170	human gut metagenome	WGS	6870417	1265308942	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224117/SRR9224117_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224117/SRR9224117_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224117	am-0023_MG	am	2014-12-30
SRR9224156	SAMN11950104	SRX5994687	SRR9224156	408170	human gut metagenome	WGS	3367915	634890804	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224156/SRR9224156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224156/SRR9224156_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224156	am-0024_MG	am	2015-01-05
SRR9224344	SAMN11950105	SRX5995062	SRR9224344	408170	human gut metagenome	WGS	8867319	1620837516	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224344/SRR9224344_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224344/SRR9224344_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224344	am-0025_MG	am	2015-01-07
SRR9224171c	SAMN11950107 SAMN11950106	SRX5994672	SRR9224171 SRR9224173	408170	human gut metagenome	WGS	22252296	3932010173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224171/SRR9224171_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224171/SRR9224171_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224173/SRR9224173_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224173/SRR9224173_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224171 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224173	am-0027_MG am-0026_MG	am	2015-01-08
SRR9224316	SAMN11950108	SRX5994527	SRR9224316	408170	human gut metagenome	WGS	8477575	1467867822	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224316/SRR9224316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224316/SRR9224316_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224316	am-0028_MG	am	2015-01-09
SRR9224315	SAMN11950109	SRX5994528	SRR9224315	408170	human gut metagenome	WGS	6399226	1142354121	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224315/SRR9224315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224315/SRR9224315_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224315	am-0029_MG	am	2015-01-10
SRR9224541	SAMN11950110	SRX5994865	SRR9224541	408170	human gut metagenome	WGS	8571661	1601158188	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224541/SRR9224541_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224541/SRR9224541_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224541	am-0030_MG	am	2015-01-12
SRR9224542	SAMN11950111	SRX5994864	SRR9224542	408170	human gut metagenome	WGS	9270404	1678576796	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224542/SRR9224542_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224542/SRR9224542_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224542	am-0031_MG	am	2015-01-13
SRR9224539	SAMN11950112	SRX5994867	SRR9224539	408170	human gut metagenome	WGS	6520287	1168381719	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224539/SRR9224539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224539/SRR9224539_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224539	am-0039_MG	am	2015-01-22
SRR9224540	SAMN11950113	SRX5994866	SRR9224540	408170	human gut metagenome	WGS	8181126	1448163708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224540/SRR9224540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224540/SRR9224540_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224540	am-0051_MG	am	2015-03-14
SRR9224491	SAMN11950114	SRX5994915	SRR9224491	408170	human gut metagenome	WGS	5507764	956454190	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224491/SRR9224491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224491/SRR9224491_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224491	am-0052_MG	am	2015-03-17
SRR9224229c	SAMN11950116 SAMN11950115	SRX5994614	SRR9224229 SRR9224312	408170	human gut metagenome	WGS	11100322	2042899009	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224229/SRR9224229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224229/SRR9224229_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224312/SRR9224312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224312/SRR9224312_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224229 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224312	am-0054_MG am-0053_MG	am	2015-03-18
SRR9224230	SAMN11950117	SRX5994613	SRR9224230	408170	human gut metagenome	WGS	4728464	841406016	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224230/SRR9224230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224230/SRR9224230_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224230	am-0055_MG	am	2015-03-19
SRR9224223	SAMN11950118	SRX5994620	SRR9224223	408170	human gut metagenome	WGS	9343344	1710630552	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224223/SRR9224223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224223/SRR9224223_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224223	am-0056_MG	am	2015-03-20
SRR9224224	SAMN11950119	SRX5994619	SRR9224224	408170	human gut metagenome	WGS	10349775	1835661413	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224224/SRR9224224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224224/SRR9224224_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224224	am-0057_MG	am	2015-03-23
SRR9224086	SAMN11950120	SRX5994757	SRR9224086	408170	human gut metagenome	WGS	8301174	1479903018	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224086/SRR9224086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224086/SRR9224086_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224086	am-0058_MG	am	2015-03-24
SRR9224085	SAMN11950121	SRX5994758	SRR9224085	408170	human gut metagenome	WGS	4889637	851007740	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224085/SRR9224085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224085/SRR9224085_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224085	am-0059_MG	am	2015-03-27
SRR9224084	SAMN11950122	SRX5994759	SRR9224084	408170	human gut metagenome	WGS	5810606	1083025877	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224084/SRR9224084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224084/SRR9224084_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224084	am-0060_MG	am	2015-04-15
SRR9224083	SAMN11950123	SRX5994760	SRR9224083	408170	human gut metagenome	WGS	13099945	2427810726	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224083/SRR9224083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224083/SRR9224083_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224083	am-0061_MG	am	2015-04-16
SRR9224082	SAMN11950124	SRX5994761	SRR9224082	408170	human gut metagenome	WGS	4908536	915826489	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224082/SRR9224082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224082/SRR9224082_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224082	am-0062_MG	am	2015-04-21
SRR9224081	SAMN11950125	SRX5994762	SRR9224081	408170	human gut metagenome	WGS	4900575	877169446	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224081/SRR9224081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224081/SRR9224081_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224081	am-0063_MG	am	2015-04-22
SRR9224287	SAMN11950126	SRX5994556	SRR9224287	408170	human gut metagenome	WGS	3382760	602116030	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224287/SRR9224287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224287/SRR9224287_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224287	am-0064_MG	am	2015-04-24
SRR9224146	SAMN11950127	SRX5994697	SRR9224146	408170	human gut metagenome	WGS	5447172	1009670541	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224146/SRR9224146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224146/SRR9224146_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224146	am-0065_MG	am	2015-04-27
SRR9224078	SAMN11950128	SRX5994765	SRR9224078	408170	human gut metagenome	WGS	4452293	834768597	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224078/SRR9224078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224078/SRR9224078_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224078	am-0066_MG	am	2015-04-29
SRR9224077	SAMN11950129	SRX5994766	SRR9224077	408170	human gut metagenome	WGS	4261867	776497477	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224077/SRR9224077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224077/SRR9224077_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224077	am-0067_MG	am	2015-05-05
SRR9224422	SAMN11950130	SRX5994984	SRR9224422	408170	human gut metagenome	WGS	4630547	850883331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224422/SRR9224422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224422/SRR9224422_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224422	am-0068_MG	am	2015-05-06
SRR9224423	SAMN11950131	SRX5994983	SRR9224423	408170	human gut metagenome	WGS	6496445	1158323601	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224423/SRR9224423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224423/SRR9224423_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224423	am-0069_MG	am	2015-05-08
SRR9224424	SAMN11950132	SRX5994982	SRR9224424	408170	human gut metagenome	WGS	5524814	979829674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224424/SRR9224424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224424/SRR9224424_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224424	am-0070_MG	am	2015-05-20
SRR9224425	SAMN11950133	SRX5994981	SRR9224425	408170	human gut metagenome	WGS	5257928	905891373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224425/SRR9224425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224425/SRR9224425_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224425	am-0071_MG	am	2015-05-22
SRR9224426	SAMN11950134	SRX5994980	SRR9224426	408170	human gut metagenome	WGS	5997513	1074713216	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224426/SRR9224426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224426/SRR9224426_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224426	am-0072_MG	am	2015-05-26
SRR9224427	SAMN11950135	SRX5994979	SRR9224427	408170	human gut metagenome	WGS	11007675	1996084374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224427/SRR9224427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224427/SRR9224427_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224427	am-0073_MG	am	2015-05-27
SRR9224428	SAMN11950136	SRX5994978	SRR9224428	408170	human gut metagenome	WGS	4942934	930805392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224428/SRR9224428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224428/SRR9224428_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224428	am-0074_MG	am	2015-05-29
SRR9224429	SAMN11950137	SRX5994977	SRR9224429	408170	human gut metagenome	WGS	5100831	925935010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224429/SRR9224429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224429/SRR9224429_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224429	am-0075_MG	am	2015-06-03
SRR9224430	SAMN11950138	SRX5994976	SRR9224430	408170	human gut metagenome	WGS	6915502	1248226581	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224430/SRR9224430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224430/SRR9224430_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224430	am-0076_MG	am	2015-06-04
SRR9224431	SAMN11950139	SRX5994975	SRR9224431	408170	human gut metagenome	WGS	9995295	1826618969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224431/SRR9224431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224431/SRR9224431_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224431	am-0077_MG	am	2015-06-16
SRR9224254c	SAMN11950140 SAMN11950141	SRX5994589	SRR9224254 SRR9224286	408170	human gut metagenome	WGS	12568970	2313716014	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224254/SRR9224254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224254/SRR9224254_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224286/SRR9224286_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224286/SRR9224286_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224254 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224286	am-0078_MG am-0079_MG	am	2015-06-17
SRR9224290	SAMN11950142	SRX5994553	SRR9224290	408170	human gut metagenome	WGS	4295010	800943662	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224290/SRR9224290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224290/SRR9224290_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224290	am-0080_MG	am	2015-06-19
SRR9224289	SAMN11950143	SRX5994554	SRR9224289	408170	human gut metagenome	WGS	8571409	1576028240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224289/SRR9224289_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224289/SRR9224289_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224289	am-0081_MG	am	2015-06-22
SRR9224281	SAMN11950144	SRX5994562	SRR9224281	408170	human gut metagenome	WGS	7124718	1289451527	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224281/SRR9224281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224281/SRR9224281_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224281	am-0082_MG	am	2015-06-24
SRR9224285c	SAMN11950146 SAMN11950145	SRX5994558	SRR9224285 SRR9224421	408170	human gut metagenome	WGS	13950572	2600006410	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224285/SRR9224285_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224285/SRR9224285_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224421/SRR9224421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224421/SRR9224421_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224285 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224421	am-0084_MG am-0083_MG	am	2015-06-25
SRR9224284	SAMN11950147	SRX5994559	SRR9224284	408170	human gut metagenome	WGS	6266180	1133964359	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224284/SRR9224284_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224284/SRR9224284_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224284	am-0085_MG	am	2015-06-26
SRR9224260	SAMN11950148	SRX5994583	SRR9224260	408170	human gut metagenome	WGS	7153717	1333823026	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224260/SRR9224260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224260/SRR9224260_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224260	am-0086_MG	am	2015-06-29
SRR9224259	SAMN11950149	SRX5994584	SRR9224259	408170	human gut metagenome	WGS	4584052	860424960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224259/SRR9224259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224259/SRR9224259_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224259	am-0087_MG	am	2015-06-30
